2026-03-29 07:12:46 | INFO | docred | wandb not available or init failed; logging to file only.
2026-03-29 08:34:56 | INFO | docred | Resolved test_path -> /teamspace/studios/this_studio/.cache/kagglehub/datasets/wyldream/docred/versions/2/test.json
2026-03-29 08:34:56 | INFO | docred | Resolved rel_info_path -> /teamspace/studios/this_studio/.cache/kagglehub/datasets/wyldream/docred/versions/2/rel_info.json
2026-03-29 08:41:29 | INFO | docred | Weights & Biases logging enabled.
2026-03-29 08:41:29 | INFO | docred | Building datasets...
2026-03-29 08:41:31 | INFO | docred | Train docs: 3053 | Dev docs: 1000
2026-03-29 08:41:31 | INFO | docred | Initialising DocREDPipeline...
2026-03-29 08:41:32 | INFO | docred | Initialising JointLoss...
2026-03-29 08:41:53 | INFO | docred.train | Evidence miner co-occurrence statistics updated.
2026-03-29 08:41:53 | INFO | docred.train | Optimizer: PLM params=391 (lr=2e-05), other params=167 (lr=0.001)
2026-03-29 08:41:53 | INFO | docred.train | Scheduler: total_steps=2880, warmup_steps=172
2026-03-29 08:41:53 | INFO | docred | Mixed-precision (fp16) training enabled.
2026-03-29 08:41:53 | INFO | docred | Starting training for 30 epochs...
2026-03-29 08:41:53 | INFO | docred | Epoch 1/30: BMM warm-up (CE-only mode)
2026-03-29 08:48:43 | INFO | docred | Local DocRED file missing for train_path; downloading dataset (wyldream/docred)...
2026-03-29 08:48:44 | INFO | docred | Resolved train_path -> /teamspace/studios/this_studio/.cache/kagglehub/datasets/wyldream/docred/versions/2/train_annotated.json
2026-03-29 08:48:44 | INFO | docred | Resolved dev_path -> /teamspace/studios/this_studio/.cache/kagglehub/datasets/wyldream/docred/versions/2/dev.json
2026-03-29 08:48:44 | INFO | docred | Resolved test_path -> /teamspace/studios/this_studio/.cache/kagglehub/datasets/wyldream/docred/versions/2/test.json
2026-03-29 08:48:44 | INFO | docred | Resolved rel_info_path -> /teamspace/studios/this_studio/.cache/kagglehub/datasets/wyldream/docred/versions/2/rel_info.json
2026-03-29 08:49:07 | INFO | docred | Weights & Biases logging enabled.
2026-03-29 08:49:07 | INFO | docred | Building datasets...
2026-03-29 08:49:09 | INFO | docred | Train docs: 3053 | Dev docs: 1000
2026-03-29 08:49:09 | INFO | docred | Initialising DocREDPipeline...
2026-03-29 08:49:10 | INFO | docred | Initialising JointLoss...
2026-03-29 08:49:31 | INFO | docred.train | Evidence miner co-occurrence statistics updated.
2026-03-29 08:49:31 | INFO | docred.train | Optimizer: PLM params=391 (lr=2e-05), other params=167 (lr=0.001)
2026-03-29 08:49:31 | INFO | docred.train | Scheduler: total_steps=2880, warmup_steps=172
2026-03-29 08:49:31 | INFO | docred | Mixed-precision (fp16) training enabled.
2026-03-29 08:49:31 | INFO | docred | Starting training for 30 epochs...
2026-03-29 08:49:31 | INFO | docred | Epoch 1/30: BMM warm-up (CE-only mode)
2026-03-29 08:53:21 | INFO | docred | Local DocRED file missing for train_path; downloading dataset (wyldream/docred)...
2026-03-29 08:53:22 | INFO | docred | Resolved train_path -> /teamspace/studios/this_studio/.cache/kagglehub/datasets/wyldream/docred/versions/2/train_annotated.json
2026-03-29 08:53:22 | INFO | docred | Resolved dev_path -> /teamspace/studios/this_studio/.cache/kagglehub/datasets/wyldream/docred/versions/2/dev.json
2026-03-29 08:53:22 | INFO | docred | Resolved test_path -> /teamspace/studios/this_studio/.cache/kagglehub/datasets/wyldream/docred/versions/2/test.json
2026-03-29 08:53:22 | INFO | docred | Resolved rel_info_path -> /teamspace/studios/this_studio/.cache/kagglehub/datasets/wyldream/docred/versions/2/rel_info.json
2026-03-29 08:53:32 | INFO | docred | Weights & Biases logging enabled.
2026-03-29 08:53:32 | INFO | docred | Building datasets...
2026-03-29 08:53:33 | INFO | docred | Train docs: 3053 | Dev docs: 1000
2026-03-29 08:53:33 | INFO | docred | Initialising DocREDPipeline...
2026-03-29 08:53:34 | INFO | docred | Initialising JointLoss...
2026-03-29 08:53:56 | INFO | docred.train | Evidence miner co-occurrence statistics updated.
2026-03-29 08:53:56 | INFO | docred.train | Optimizer: PLM params=391 (lr=2e-05), other params=167 (lr=0.001)
2026-03-29 08:53:56 | INFO | docred.train | Scheduler: total_steps=2880, warmup_steps=172
2026-03-29 08:53:56 | INFO | docred | Mixed-precision (fp16) training enabled.
2026-03-29 08:53:56 | INFO | docred | Starting training for 30 epochs...
2026-03-29 08:53:56 | INFO | docred | Epoch 1/30: BMM warm-up (CE-only mode)
2026-03-29 09:17:18 | INFO | docred | Local DocRED file missing for train_path; downloading dataset (wyldream/docred)...
2026-03-29 09:17:19 | INFO | docred | Resolved train_path -> /teamspace/studios/this_studio/.cache/kagglehub/datasets/wyldream/docred/versions/2/train_annotated.json
2026-03-29 09:17:19 | INFO | docred | Resolved dev_path -> /teamspace/studios/this_studio/.cache/kagglehub/datasets/wyldream/docred/versions/2/dev.json
2026-03-29 09:17:19 | INFO | docred | Resolved test_path -> /teamspace/studios/this_studio/.cache/kagglehub/datasets/wyldream/docred/versions/2/test.json
2026-03-29 09:17:19 | INFO | docred | Resolved rel_info_path -> /teamspace/studios/this_studio/.cache/kagglehub/datasets/wyldream/docred/versions/2/rel_info.json
2026-03-29 09:22:05 | INFO | docred | Weights & Biases logging enabled.
2026-03-29 09:22:05 | INFO | docred | Building datasets...
2026-03-29 09:22:07 | INFO | docred | Train docs: 3053 | Dev docs: 1000
2026-03-29 09:22:07 | INFO | docred | Initialising DocREDPipeline...
2026-03-29 09:22:08 | INFO | docred | max_pairs_per_doc=512 (reduces GNN/triple cost on entity-heavy docs)
2026-03-29 09:22:08 | INFO | docred | Initialising JointLoss...
2026-03-29 09:22:30 | INFO | docred.train | Evidence miner co-occurrence statistics updated.
2026-03-29 09:22:30 | INFO | docred.train | Optimizer: PLM params=391 (lr=2e-05), other params=167 (lr=0.001)
2026-03-29 09:22:30 | INFO | docred.train | Scheduler: total_steps=96, warmup_steps=5
2026-03-29 09:22:30 | INFO | docred | Mixed-precision training enabled (dtype=bfloat16).
2026-03-29 09:22:30 | INFO | docred | GradScaler disabled (bf16 uses autocast only).
2026-03-29 09:22:30 | INFO | docred | Starting training for 1 epochs...
2026-03-29 09:22:30 | INFO | docred | Epoch 1/1: BMM warm-up (CE-only mode)
2026-03-29 09:28:54 | INFO | docred | Local DocRED file missing for train_path; downloading dataset (wyldream/docred)...
2026-03-29 09:28:55 | INFO | docred | Resolved train_path -> /teamspace/studios/this_studio/.cache/kagglehub/datasets/wyldream/docred/versions/2/train_annotated.json
2026-03-29 09:28:55 | INFO | docred | Resolved dev_path -> /teamspace/studios/this_studio/.cache/kagglehub/datasets/wyldream/docred/versions/2/dev.json
2026-03-29 09:28:55 | INFO | docred | Resolved test_path -> /teamspace/studios/this_studio/.cache/kagglehub/datasets/wyldream/docred/versions/2/test.json
2026-03-29 09:28:55 | INFO | docred | Resolved rel_info_path -> /teamspace/studios/this_studio/.cache/kagglehub/datasets/wyldream/docred/versions/2/rel_info.json
2026-03-29 09:31:35 | INFO | docred | Weights & Biases logging enabled.
2026-03-29 09:31:35 | INFO | docred | Building datasets...
2026-03-29 09:31:37 | INFO | docred | Train docs: 3053 | Dev docs: 1000
2026-03-29 09:31:37 | INFO | docred | Initialising DocREDPipeline...
2026-03-29 09:31:38 | INFO | docred | max_pairs_per_doc=512 (reduces GNN/triple cost on entity-heavy docs)
2026-03-29 09:31:38 | INFO | docred | Initialising JointLoss...
2026-03-29 09:32:00 | INFO | docred.train | Evidence miner co-occurrence statistics updated.
2026-03-29 09:32:00 | INFO | docred.train | Optimizer: PLM params=391 (lr=2e-05), other params=167 (lr=0.001)
2026-03-29 09:32:00 | INFO | docred.train | Scheduler: total_steps=96, warmup_steps=5
2026-03-29 09:32:00 | INFO | docred | Mixed-precision training enabled (dtype=bfloat16).
2026-03-29 09:32:00 | INFO | docred | GradScaler disabled (bf16 uses autocast only).
2026-03-29 09:32:00 | INFO | docred | Starting training for 1 epochs...
2026-03-29 09:32:00 | INFO | docred | Epoch 1/1: BMM warm-up (CE-only mode)
